AcresBurned,AdminUnit,ArchiveYear,Counties,Extinguished date,extinguish time,Fatalities,Latitude,Location,Longitude,Name,SearchDescription,Started date,Start Time,StructuresDamaged,StructuresDestroyed
95,CAL FIRE San Luis Obispo Unit,2019,San Luis Obispo,,,,35.004722,"Off Highway 166  and Highway 101, North of Santa Maria",-120.435278,Thompson Fire ,"Thompson Fire started on July 24, 2019 off Highway 166  and Highway 101, North of Santa Maria in San Luis Obispo County.",7/24/2019,20:09:59Z,,
4615,Los Angeles County Fire Department ,2019,Los Angeles,,,,34.472778,"Tick Canyon Rd and Summit Knoll Rd, Canyon Country",-118.368056,Tick Fire,"The Tick Fire started October 24, 2019 off Tick Canyon Rd and Summit Knoll Rd, Canyon Country in Los Angeles County.",10/24/2019,14:51:46Z,27,22
100,CAL FIRE Santa Clara Unit,2017,Santa Clara,1/9/2018,12:39:00Z,,37.14653,Hale Ave and Tilton Ave in Morgan Hill,-121.68165,Tilton Fire,"The Tilton Fire started on August 11, 2017, off Tilton Ave and Hale Ave in Morgan Hill (Santa Clara County) and burned 100 acres. ",8/11/2017,14:55:00Z,,
30,CAL FIRE / Riverside County Fire,2017,Riverside,1/9/2018,11:42:00Z,,33.96896,"off Moreno Beach Dr & Locust, north of Moreno Valley",-117.25411,Timber Fire,"The Timber Fire started on July 3, 2017 off Moreno Beach Dr & Locust, north of Moreno Valley (Riverside County) and burned 30 acres.",7/3/2017,19:31:00Z,,
100,CAL FIRE Sonoma-Lake-Napa Unit,2017,Solano,1/9/2018,13:29:00Z,,38.43658,"Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville ",-121.97233,Timm Fire,"The Timm Fire started on October 2, 2017 off Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville in Solano County and burned 100 acres.   ",10/2/2017,09:37:00Z,,
81,CAL FIRE Sonoma Lake Napa Unit,2019,Solano,8/13/2019,18:00:00Z,,38.455,"Off of Timm Road and Allendale Road, South of Winters ",-121.969167,Timm Fire ,"Timms Fire started on August 13, 2019 Off of Timm Road and Allendale Road, South of Winters in Solano County.",8/13/2019,15:41:24Z,,
76,CALFIRE/Fresno County Fire,2017,Fresno,1/9/2018,10:31:00Z,,36.8005,near Tivy Mountain,-119.35901,Tivy Fire,"The Tivy Fire started on June 11, 2017 near Tivy Mountain in Fresno County and burned 76 acres.",6/11/2017,22:45:00Z,,
248,US Forest Service - Plumas NF,2016,Plumas,10/6/2016,17:15:00Z,,39.92,north of Hwy 70 and west of Jackass Creek Road ,-121.32,Tobin Fire,"The Tobin Fire started on September 26, 2016 in the Plumas National Forest north of Hwy 70 and west of Jackass Creek Road near the town of Tobin (Plumas County and burned 248 acres.",9/26/2016,13:23:00Z,,
39,Vallejo City Fire Department,2017,Solano,1/9/2018,11:01:00Z,,38.07481,"off of I-80 and Sonoma Blvd,  Vallejo",-122.23004,Toll Fire,"The Toll Fire started on June 22, 2017 off of I-80 and Sonoma Blvd, Vallejo in Solano County and burned 39 acres.",6/22/2017,13:08:00Z,,
186,Plumas National Forest,2017,Plumas,1/9/2018,12:43:00Z,,39.9864,"Tollgate Creek and Oakland Camp Road, north of Quincy",-120.89746,Toll Fire,"The Toll Fire started on August 20, 2017 off Tollgate Creek and Oakland Camp Road, north of Quincy, (Plumas County) and burned 186 acres.",8/20/2017,16:26:00Z,,
5367,Marine Corps Base Camp Pendleton,2014,San Diego,5/19/2014,09:20:00Z,,33.3529,"Traveled from Naval Weapons Station, Fallbrook and is now on Camp Pendleton ",-117.284889,Tomahawk Fire,"The Tomahawk Fire started on May 13, 2014 and burned 5,367 acres off Naval Weapons Station & Camp Pendleton in San Diego County. ",5/14/2014,09:45:00Z,,
55,Los Angeles County Fire Department,2017,Los Angeles,1/9/2018,11:11:00Z,,34.03941,Off Topanga Canyon & Pacific Coast Hwy in Malibu,-118.58624,Topanga Fire,"The Topanga Fire started on June 29, 2017 off Topanga Canyon & Pacific Coast Hwy in Malibu (Los Angeles County) and burned 55 acres.",6/29/2017,15:09:00Z,,
70,CAL FIRE/ Riverside County Fire,2018,Riverside,1/4/2019,10:26:00Z,,33.504964,"Via Santa Rosa near Via Tornado, southwest of Temecula",-117.148204,Tornado Fire,"The Tornado Fire started May 4 2018, near Via Santa Rosa near Via Tornado, southwest of Temecula (Riverside County)",5/4/2018,14:48:00Z,,
51,CAL FIRE San Luis Obispo Unit,2013,San Luis Obispo,11/9/2013,17:00:00Z,,35.457978,"Toro Creek Rd. and Hwy 41 West, Morro Bay",-120.751555,Toro Fire,The Toro fire was a 51 acre fire off Toro Creek Rd. and Hwy 41 West in Morro Bay.,11/8/2013,10:30:00Z,,
94,CAL FIRE Riverside County Fire Department ,2019,Riverside,8/6/2019,18:42:00Z,,33.740219,"26000 Block El Toro Road, North of Lake Elsinore",-117.333728,Toro Fire ,"The Toro Fire started on August 5, 2019 at 26000 Block El Toro Road, North of Lake Elsinore in Riverside County.",8/5/2019,15:36:23Z,,
12,CAL FIRE Shasta - Trinity Unit,2018,Shasta,1/4/2019,08:54:00Z,,40.49618,"Cloverdale & Clear Creek, Near the community of Igo",-122.51597,Tower Fire,"The Tower Fire started on October 14, 2018 off Cloverdale & Clear Creek, near the community of Igo (Shasta County) and burned 12 acres. It was contained on October 16, 2018.",10/14/2018,06:45:00Z,,
58,CAL FIRE San Luis Obispo Unit,2017,San Luis Obispo,1/9/2018,11:48:00Z,,35.346,"off northbound Hwy 101, near the Cuesta Grade",-120.62825,Tower Fire,"The Tower Fire started on July 7, 2017 off northbound Hwy 101 near the Cuesta Grade (San Luis Obispo County) and burned 58 acres.",7/7/2017,16:23:00Z,,
150,USFS - San Bernardino National Forest,2017,San Bernardino,1/9/2018,09:53:00Z,,34.30104,"Cleghorn Road, east of I-15, north of the community of Devore",-117.45646,Tower Fire,"The Tower Fire started on April 29, 2017 e off Cleghorn rd, east of I-15 north of Devore (San Bernardino County) and burned 150 acres.",4/30/2017,16:03:00Z,,
5646,CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,2016,El Dorado,7/18/2016,09:50:00Z,,38.96741,along the  Middle Fork of the American River near Todd Valley,-120.9375,Trailhead Fire,"The Trailhead Fire was started on July 6, 2016 along the  Middle Fork of the American River near Todd Valley (El Dorado County)burning a total of 5,646 acres. ",6/28/2016,13:55:00Z,,
5646,CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,2016,Placer,7/18/2016,09:50:00Z,,38.96741,along the  Middle Fork of the American River near Todd Valley,-120.9375,Trailhead Fire,"The Trailhead Fire was started on July 6, 2016 along the  Middle Fork of the American River near Todd Valley (El Dorado County)burning a total of 5,646 acres. ",6/28/2016,13:55:00Z,,
60,San Bernardino National Forest,2013,Riverside,8/8/2013,09:00:00Z,,38.838,Off of Hwy 111 & Tramway Rd in Palm Springs,-116.61,Tram Fire,The Tram Fire burned in August 2013 off of Highway 111 and Tramway Road in Palm Springs on the San Bernardino National Forest in Riverside County. ,8/6/2013,13:39:00Z,,
40,Shasta Trinity National Forest,2017,Humboldt,1/9/2018,12:46:00Z,,41.02705,"Tish Tang Road and Hostler, Hoopa",-123.63721,Translator Fire,"The Translator Fire started on August 28 2017 near Tish Tang Rd & Hostler, Hoopa Valley Indian Res (Humboldt County) and burned 40 acres. ",8/28/2017,08:01:00Z,,
83,Klamath National Forest,2019,Siskiyou,,,,41.834366,"Tree of Heaven Campground, east of Gottsville",-122.656569,Tree Fire,,7/27/2019,10:15:00Z,,
26,CAL FIRE / Riverside County Fire,2017,Riverside,1/9/2018,10:59:00Z,,33.71025,State Highway 74 near Trellis Lane,-117.31924,Trellis Fire,"The Trellis fire started on June 18, 2017 Lake Elsinore, at State Highway 74 and Trellis Lane in Riverside County and burned 26 acres.",6/18/2017,16:03:00Z,,
354,CAL FIRE San Benito-Monterey ,2013,San Benito,5/3/2013,18:45:00Z,,37.160346,"Highway 25 and Horizon Rd, Community of Tres ",-120.937494,Tres Pinos Fire,"The Tres Pinos Fire burned in May 2013, off Highway 25 and Horizon Road, near the community of Tres in San Benito County. ",5/3/2013,11:42:00Z,,
90,CAL FIRE Shasta-Trinity Unit,2019,Shasta,6/26/2019,06:00:00Z,,40.41404,"Trinity Alps Vista Road and Bland Road, southwest of Ono",-122.66779,Trinity Fire,"The Trinity Fire started on June 25, 2019 near Trinity Alps Vista Road and Bland Road, southwest of Ono in Shasta County.",6/26/2019,15:35:00Z,,
430,CAL FIRE Tulare Unit,2015,Tulare,7/26/2015,10:30:00Z,,36.085212,"Globe Dr and Mountain Rd, Springville",-118.824235,Triple Fire,"Triple Fire started on July 21, 2015 off of Globe Dr and Mountain Rd in the town of Springville in Tulare County. and burned 430 acres.",7/21/2015,12:35:00Z,,
36807,CAL FIRE Sonoma-Lake-Napa Unit,2017,Napa,2/9/2018,09:27:00Z,22,38.60895,"off of Hwy 128 and Bennett Ln, Calistoga",-122.62879,Tubbs Fire (Central LNU Complex),"The Tubbs Fire, part of the Central LNU Complex, started on October 8th off of Highway 128 and Bennett Lane, Hwy 128, Calistoga, Napa County and burned 36,807 acres. It was contained on October 31, 2017. ",10/8/2017,21:45:00Z,317,5636
36807,CAL FIRE Sonoma-Lake-Napa Unit,2017,Sonoma,2/9/2018,09:27:00Z,22,38.60895,"off of Hwy 128 and Bennett Ln, Calistoga",-122.62879,Tubbs Fire (Central LNU Complex),"The Tubbs Fire, part of the Central LNU Complex, started on October 8th off of Highway 128 and Bennett Lane, Hwy 128, Calistoga, Napa County and burned 36,807 acres. It was contained on October 31, 2017. ",10/8/2017,21:45:00Z,317,5636
14217,Modoc National Forest,2019,Modoc,8/11/2019,12:16:00Z,,41.79591,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",-121.260305,Tucker Fire,"The Tucker Fire started on July 28, 2019 off Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir in Modoc County.",7/28/2019,15:58:00Z,,
395,US Forest Service - Sequoia National Forest,2016,Tulare,11/8/2016,10:15:00Z,,36.1648,"off Hwy 190, 4 miles northeast of Springville",-118.73906,Tule Fire,"The Tule Fire started on August 22, 2016 and burned off Hwy 190 4 miles northeast of Springville.",8/22/2016,22:00:00Z,,
83,CAL FIRE Tuolumne-Calaveras Unit,2019,Tuolumne,9/24/2019,10:21:00Z,,37.838333,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",-120.625556,Tulloch Fire,"The Tulloch Fire started September 23, 2019, by the intersection of Tulloch Road and Highway 108, southwest of lake Tulloch Reservoir in Jamestown, Tuolumne County, California.",9/23/2019,15:55:57Z,,
85,CAL FIRE Tuolumne-Calaveras Unit,2016,Tuolumne,6/1/2016,19:45:00Z,,37.927613,"off New Peoria Flat Road and Old Melones Road, west of Sonora",-120.528836,Tulloch Fire,"Tulloch Fire started on Mary 30, 2016 off Peoria Flat Road and Old Melones Road, west of Sonora (Tuolmne County)",5/30/2016,15:10:00Z,,
112,CAL FIRE Tuolumne-Calaveras Unit,2015,Tuolumne,8/16/2015,19:20:00Z,,37.83618,"south of Hwy 108 & Tulloch Rd, south of Lake Tulloch",-120.61691,Tulloch Fire,"The Tulloch Fire started on August 15, 2015 and burned 112 acres south near Hwy 108 & Tulloch Rd, south of Lake Tulloch (Tuolumne County).",8/15/2015,16:11:00Z,,
573,CAL FIRE Tuolumne-Calaveras Unit,2018,Tuolumne,1/4/2019,09:06:00Z,,37.83388,"Hwy 108 and Tulloch Road, east of Oakdale",-120.61746,Tulloch Fire,"The Tulloch Fire started on September 8, 2018 at Hwy 108 and Tulloch Road, 13 miles east of Oakdale in Tuolumne County. It was contained on September 9, 2018 and burned 573 acres.",9/8/2018,13:34:00Z,,
599,CAL Fire Humboldt-Del Norte Unit,2016,Humboldt,9/4/2016,06:55:00Z,,41.28486,"off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec ",-123.82268,Tully Fire,"The Tulley Fire started on August 22, 2016, off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec,  in Humboldt County.",8/22/2016,16:03:00Z,,3
646,Northern California District Bureau of Land Management ,2018,Lassen,1/4/2019,10:06:00Z,,40.3768,"off Highway 395 Southeast of Litchfield, East of Susanville",-120.36403,Tumbleweed Fire,"The Tumbleweed Fire start June 14, 2018 off Highway 395 Southeast of Litchfield, East of Susanville (Lassen County) and burned 646 acres. ",6/14/2018,17:45:00Z,,
126,CAL FIRE Fresno-Kings Unit,2017,Fresno,1/9/2018,09:52:00Z,,36.5355,"Panoche Rd, 5 miles west of I-5",-120.6585,Tumey Fire,"The Tumey Fire Started on April 29, 2017, off Panoche Rd, 5 miles west of I-5 in Fresno County and burned 126 acres. ",4/29/2017,17:15:00Z,,
2225,CAL FIRE San Benito-Monterey Unit,2018,Monterey,1/4/2019,09:23:00Z,,35.847778,"near Highway 46 and Turkey Flats, near Parkfield",-120.343056,Turkey Fire,"The Turkey Fire started on August 6, 2018 near Highway 46 and Turkey Flats, near Parkfield (Monterey County) and burned 2,225 acres. It was contained on August 7, 2018.",8/6/2018,12:59:00Z,,
50,CAL FIRE Tehama-Glenn Unit,2018,Tehama,1/4/2019,09:43:00Z,,40.27754,"Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake",-122.11375,Tuscan Fire,"The Tuscan Fire started on July 15, 2018 at Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake in Tehama County. The fire was contained on July 16, 2018, and burned 50 acres. ",7/15/2018,17:15:00Z,,
10,CAL FIRE Nevada-Yuba-Placer Unit,2017,Yuba,1/9/2018,10:22:00Z,,39.23205,"off Hwy 20 and Escheman Ln, East of Brown",-121.376,Twenty Fire,"The Twenty Fire started on May 29, 2017 off Hwy 20 and Escheman Ln, East of Brown's Valley (Yuba County) and burned 3.5 acres.",5/29/2017,15:31:00Z,,
124,CAL FIRE Tuolumne-Calaveras Unit ,2017,Tuolumne,1/9/2018,12:14:00Z,,37.90014,"Twist Road south of Algerine Road, Jamestown",-120.36005,Twist Fire,"The Twist Fire Started on July 30 2017 off Twist Road south of Algerine Road, Jamestown (Tuolumne County) and burned 124 acres.",7/30/2017,16:28:00Z,,
15,CAL FIRE/Riverside County Fire Department,2018,Riverside,1/3/2019,09:46:00Z,,33.711263,"Tyler Street and Vista Del Sur, Coachella, City of Coachella",-116.164058,Tyler Fire,"The Tyler Fire started on April 15, 2018 off Tyler Street and Vista Del Sur, Coachella, in the City of Coachella (Riverside County).",4/15/2018,04:38:00Z,,
52,CAL FIRE Nevada-Yuba-Placer Unit,2013,Nevada,8/31/2013,21:30:00Z,,39.333401,"North San Juan Area, Highway 49 and Tyler Foote Road",-121.107022,Tyler Fire,"The Tyler Fire burned in August 2013 off of Highway 49 and Tyler Foote Road, north of the San Juan area, in Nevada County.",8/31/2013,14:42:00Z,,
116,CAL FIRE Amador-El Dorado Unit,2013,El Dorado,8/16/2013,17:55:00Z,,38.682378,"off Koki Ln and Pleasant Valley Rd, northwest of Diamond Springs",-120.839075,Union Fire,"The Union Fire burned in August 2013 off Koki Ln and Pleasant Valley Rd, northwest of Diamond Springs in El Dorado County.",8/16/2013,13:55:00Z,,1
130,CAL FIRE Mendocino Unit,2019,Mendocino,,,,39.831762,"Usal Creek and Usal Rd, west of Leggett",-123.846013,Usal Fire,"The Usal Fire started on July 27, 2019 at Usal Creek and Usal Rd, 7 miles west of Leggett in Mendocino County.",7/27/2019,23:36:00Z,,
50,CAL FIRE Santa Clara Unit,2013,Santa Clara,7/12/2013,17:45:00Z,,37.1438,"Uvas Road and Casa Loma Road, near Calero County Park,  west of Morgan Hill",-121.7804,Uvas Fire,"The Uvas Fire burned in July 2013 off Uvas Road and Casa Loma Road, near Calero County Park,  west of Morgan Hill in Santa Clara County. ",7/12/2013,13:09:00Z,,
20,CAL FIRE Santa Clara Unit,2018,Alameda,1/4/2019,10:04:00Z,,37.627119,"off Vallecitos Road and Little Valley, south of Livermore",-121.806775,Vallecitos Fire,"The Vallecitos Fire started June 17, 2018 off Vallecitos Road and Little Valley, south of Livermore (Alameda County) and burned 20 acres. It was contained on June 17, 2018. ",6/17/2018,15:56:00Z,,
33,CAL FIRE / Riverside County Fire,2017,Riverside,1/9/2018,10:32:00Z,,33.584036,"San Ignacio Road and East Benton Road, Temecula",-116.972036,Valley Fire,"The Valley Fire started on June 13, 2017 at San Ignacio Road and East Benton Road, Temecula (Riverside County) and burned 33 acres.",6/13/2017,12:00:00Z,,
34,CAL FIRE San Benito-Monterey Unit,2017,San Benito,1/9/2018,11:42:00Z,,36.85596,"Off Santa Ana Valley Rd & Douglas Dr, Hollister",-121.30983,Valley Fire,"The Valley Fire started on July 4, 2017 off Santa Ana Valley Rd & Douglas Dr, Hollister (San Benito County) and burned 34 acres.",7/4/2017,13:21:00Z,,
149,CAL FIRE Madera-Mariposa-Merced Unit,2019,Mariposa,,,,37.241427," Old Hwy and Guadalupe, East of Mariposa",-120.027731,Valley Fire,"The Valley Fire started July 21, 2019 off Old Hwy and Guadalupe, East of Mariposa in Mariposa County.",7/21/2019,12:01:40Z,,
268,Unified Command: CAL FIRE and Contra Costa County Fire Department,2018,Contra Costa,1/4/2019,09:58:00Z,,37.94714,"Ygnaciao Valley Road and Cowell Road, Concord",-121.9921,Valley Fire,"The Valley Fire started June 28th 2018 near Ygnaciao Valley Road and Cowell Road, Concord (Contra Costa County).",6/29/2018,16:06:00Z,,
1350,San Bernardino National Forest ,2018,San Bernardino,1/4/2019,09:55:00Z,,34.095568,Valley of the Falls Dr & Service Road 1S08,-116.958806,Valley Fire,"The Valley Fire started on July 6, 2018 off Valley of the Falls Dr & Service Road 1S08 (San Bernardino County). Fire burned 1,350 acres and was contained September 12, 2018.",7/6/2018,13:29:00Z,,
57,CAL FIRE / Riverside County Fire,2014,Riverside,3/29/2014,17:15:00Z,,33.5982,Off Ave 62 and Van Buren St in Thermal,-116.1985,Van Buren Fire,"The Van Buren Fire started on March 28, 2014 and burned 57 acres off Ave 62 and Van Buren St in Thermal (Riverside County).",3/28/2014,14:31:00Z,,
195,CAL FIRE Santa Clara Unit,2015,Contra Costa,7/30/2015,16:00:00Z,,37.81629,"Vasco Rd,  3 miles southwest of Byron",-121.68113,Vasco Fire,"The Vasco Fire started on July 30, 2015 and burned 195 acres off Vasco Rd., 3 miles southwest of Byron in Contra Costa County.",7/30/2015,11:18:00Z,,
240,CAL FIRE Santa Clara Unit,2013,Alameda,6/8/2013,13:25:00Z,,37.775057,"off Vasco Road & North Vasco Road, north of Livermore",-121.737213,Vasco Fire,"The Vasco Fire burned in June 2013 off Vasco Road and North Vasco Road, north of Livermore in Alameda County. ",6/8/2013,10:16:00Z,,
27,CAL FIRE / Riverside County Fire,2017,Riverside,1/9/2018,10:24:00Z,,33.82165,Off Soboba Road in San Jacinto,-116.96079,Vernon Fire,"The Vernon Fire started on June 3, 2017 off Soboba Road in San Jacinto (Riverside County) and burned 27 acres.",6/3/2017,12:09:00Z,,
40,CAL FIRE Tehama-Glenn Unit,2017,Tehama,1/9/2018,12:45:00Z,,40.29831,"Hwy 36 and Vestal Road, west of Red Bluff",-122.70449,Vestal Fire,"The Vestal Fire started on August 26, 2017 off Hwy 36 and Vestal Road, west of Red Bluff in Tehama County and burned 40 acres. ",8/26/2017,15:03:00Z,,
200,CAL FIRE Tehama-Glenn Unit,2013,Tehama,7/4/2013,10:30:00Z,,40.012398,"Tehama-Vina Rd and Sherman Rd, Los Molinos",-122.079871,Vina Fire,"The Vina Fire burned in July 2013 off Tehama-Vina Road and Sherman Road, Los Molinos in Tehama County. ",7/4/2013,07:30:00Z,,
25,CAL FIRE San Luis Obispo Unit,2018,San Luis Obispo,1/4/2019,10:20:00Z,,35.71859,"Estrella Rd and Airport Rd, North of Paso Robles",-120.64028,Vineyard Fire,"The Vineyard Fire started May 29 2018 near Estrella Rd and Airport Rd, north of Paso Robles (San Luis Obispo County).",5/29/2018,13:11:00Z,,
42,CAL FIRE/Riverside County Fire,2013,Riverside,6/8/2013,19:00:00Z,,33.96936,"off San Timoteo Canyon Rd and Viper Rd, north of Moreno Valley",-117.1265,Viper Fire,"The Viper Fire burned in June 2013 off San Timoteo Canyon Road and Viper Road, north of Moreno Valley in Riverside County. ",6/8/2013,15:37:00Z,,
12,CAL FIRE San Diego Unit,2018,San Diego,1/4/2019,10:11:00Z,,33.40769,"Vista Del Lago/Via Ranchitos, Fallbrook",-117.22974,Vista Fire,"The Vista Fire started on June 5, 2018 off Vista Del Lago/Via Ranchitos, Fallbrook in San Diego County. The fire burned 12.5 acres and was 100% contained on June June 6, 2018.",6/5/2018,13:45:00Z,,
25,CAL FIRE / San Diego County Fire,2019,San Diego,7/18/2019,15:58:00Z,,32.794768,Off Vista De La Montana in the Dehesa area,-116.839743,Vista Fire,"The Vista Fire started on July 17, 2019 in San Diego County.",7/17/2019,17:42:04Z,,
31,CAL FIRE Shasta-Trinity Unit,2018,Shasta,1/4/2019,09:53:00Z,,40.62693,"off Hwy 299 E and Deschutes Rd, Bella Vista",-122.23449,Vista Fire,"The Vista Fire started July, 8, 2018 off Hwy 299 E and Deschutes Rd, Bella Vista (Shasta County) and burned 31 acres. It was contained on July 9, 2018.",7/8/2018,14:41:00Z,,
60,CAL FIRE San Luis Obispo Unit,2018,San Luis Obispo,1/4/2019,10:07:00Z,,35.663607,"off Buena Vista Road, north of Paso Robles",-120.670311,Vista Fire,"The Vista Fire started June 13, 2018 off Buena Vista Road, north of Paso Robles (San Luis Obispo County) and burned 60 acres. It was contained on June 13, 2018.  ",6/13/2018,12:38:00Z,,
86,Ventura County Fire,2017,Ventura,1/9/2018,13:45:00Z,,34.34949,off Hwy 33 & Casitas Vista Rd,-119.30918,Vista Fire,"The Vista Fire started on October 24, 2017 off Hwy 33 & Casitas Vista Rd (Ventura County). It was contained on October 26, 2017.",10/24/2017,14:44:00Z,,
12,CAL FIRE San Diego Unit,2018,San Diego,1/4/2019,10:25:00Z,,33.12213,"Volcan Road and Farmer Road, north of the community of Julian",-116.58759,Volcan Fire,"The Volcan Fire started on May 10, 2018 off of Volcan Road and Farmer Road, north of the community of Julian (San Diego County)",5/10/2018,20:41:00Z,,
172,Kern County Fire,2019,Kern,5/8/2019,08:48:00Z,,35.03855,Off Highway 166 at Wind Wolves Preserve,-119.19454,Vulcan Fire,"The Vulcan Fire started on May 3, 2019 off Highway 166 at Wind Wolves Preserve (Kern County).",5/3/2019,15:04:00Z,,
1020,USFS Lassen National Forest,2019,Lassen,8/11/2019,11:35:00Z,,40.943799,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",-120.275298,W1 McDonald Fire,"The W1 Fire started on August 8 2019 near Cold Springs Rd and 
McDonald Peak, 11 miles southeast of Madeline Lassen County.",8/8/2019,18:42:41Z,,
530,Bureau of Land Management Northern California District,2017,Lassen,1/9/2018,12:20:00Z,,41.11989,"Ash Valley, 6 miles west of Madeline",-120.74968,W-2 Fire,"The W-2 Fire started on August 6, 2017 in Ash Valley, west of Madeline (Lassen County) and burned 530 acres.",8/6/2017,15:29:00Z,,
22,CAL FIRE Madera-Mariposa-Merced ,2018,Mariposa,1/4/2019,09:24:00Z,,37.69965,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",-120.0545,Wagner Fire,"The Wagner Fire started on August 4, 2018 at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville in Mariposa County. It burned 22 acres and was contained on August 7, 2018.",8/4/2018,13:57:00Z,,7
109,CAL FIRE Shasta-Trinity Unit,2015,Shasta,9/13/2015,10:15:00Z,,40.47512,Windwalker Ln & Small Farms Dr in Igo,-122.52541,Walker Fire,"Walker Fire started on September 11, 2015 on Windwalker Ln & Small Farms Dr in Igo (Shasta County) and burned 109 acres.",9/11/2015,15:08:00Z,,
54612,USFS Plumas National Forest,2019,Plumas,,,,40.061389,"Indian Creek and Beckworth Genesee Road, east of Genesee",-120.680556,Walker Fire,"The Walker Fire started September 4, 2019 off Indian Creek and Beckworth Genesee Road, east of Genesee in Plumas County.",9/4/2019,15:17:31Z,,
6033,CAL FIRE Butte County Fire,2017,Butte,1/9/2018,11:47:00Z,,39.45352,"Chinese Wall Rd, north of Bangor",-121.41222,Wall Fire,"The Wall Fire started burning on July 7, 2017 Chinese Wall Rd, 5 miles north of Bangor (Butte County) and burned 6,033 acres.",7/7/2017,14:52:00Z,60,41
41,Rogue-River-Siskiyou National Forest,2017,Siskiyou,1/9/2018,12:38:00Z,,41.99279,Wards Fork south of Donomore Meadows near the Oregon border.,-122.9401,Ward Fire,"The Ward Fire started on August 13, 2017, in Wards Fork near Donomore in Siskiyou County and burned 41 acres. ",8/13/2017,12:41:00Z,,
137,**This was NOT a CAL FIRE Incident. Click this link for more information from the US Forest Service  ,2015,Plumas,4/18/2015,23:50:00Z,,40.05083333,East of Taylorsville,-120.7016667,Ward Fire,The Ward Fire east of Taylorsville burned in Plumas County in April 2015.,4/13/2015,05:30:00Z,,
1301,Oregon Department of Forestry,2019,State of Oregon,8/18/2019,16:33:00Z,,42.033,"Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",-122.175,Ward Fire,"The Ward Fire started August 9 2019 near Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",8/9/2019,23:08:25Z,,
0,Modoc National Forest,2017,Modoc,1/9/2018,12:04:00Z,,41.338,Warner Mountain Ranger District on the Modoc National Forest,-120.304,Warner Mountain Lightning,The Warner Mountain Lightning Fire started off Warner Mountain Ranger District on the Modoc National Forest in Modoc County and burned 210 acres.,7/23/2017,00:00:00Z,,
19,CAL FIRE / Riverside County Fire,2019,Riverside,9/30/2019,09:05:00Z,,33.703546,Warren Rd & Old Mine Rd in Hemet,-117.033598,Warren Fire,"The Warren Fire started on September 29, 2019 off Warren Rd & Old Mine Rd in Hemet (Riverside County).",9/30/2019,07:07:00Z,,
0,US Forest Service - Humboldt - Toiyabe National Forest,2015,Alpine,6/22/2015,12:05:00Z,,38.598056,south of Markleeville,-119.751944,Washington Fire,"The Washington Fire started on June 19, 2015  south of Markleeville, in the Silver Creek Drainage (Alpine County).",6/19/2015,19:00:00Z,,
32,CALFIRE / Riverside County Fire,2017,Riverside,1/9/2018,11:54:00Z,,33.62613,"Field Drive & Patterson Road, Community of Winchester",-117.07975,Washington Fire,"The Washington Fire started on July 13,2017 off Field Drive and Patterson Road in the community of Winchester (Riverside County) and burned 32 acres.",7/13/2017,10:28:00Z,,
215,Vandenberg Air Force Base,2016,Santa Barbara,9/27/2016,14:00:00Z,,34.75134,"off Washington Ave. and Airfield Rd, north of California Blvd ",-120.55297,Washington Fire,The Washington Fire burned on the Vandenberg Air Force Base in September 2016.,9/22/2016,14:20:00Z,,
190,Santa Barbara County,2017,Santa Barbara,1/9/2018,10:07:00Z,,34.9465,"Wasioja Road and Hwy 166, east of New Cuyama ",-119.8036,Wasioja Fire,"The Wasioja Fire started on May 20, 2017, off of Wasioja Road and Hwy 166, east of New Cuyama (Santa Barbara County) and burned 190 acres.",5/20/2017,17:54:00Z,,
90,CAL FIRE/Riverside County Fire ,2013,Riverside,5/21/2013,19:30:00Z,,33.9582,Off Whitewater Canyon Road in Whitewater,-116.6534,Water Fire,The Water Fire burned in May 2013 off Whitewater Canyon Road in Whitewater in Riverside County.,5/21/2013,14:16:00Z,,
100,CAL FIRE San Luis Obispo Unit,2018,San Luis Obispo,1/4/2019,10:22:00Z,,35.56922,"Bitterwater Rd and Bitterwater Canyon Rd, California Valley Area",-120.12441,Water Fire,"The Water Fire started on May 24, 2018 at Bitterwater Rd and Bitterwater Canyon Rd, California Valley Area in San Luis Obispo County. The fire burned 100 acres and is 100% contained on May 24, 2018.",5/24/2018,10:43:00Z,,
